orderId,Account,Order ID,B/S,Contract,Product,Product Description,avgPrice,filledQty,Fill Time,lastCommandId,Status,_priceFormat,_priceFormatType,_tickSize,spreadDefinitionId,Version ID,Timestamp,Date,Quantity,Text,Type,Limit Price,Stop Price,decimalLimit,decimalStop,Filled Qty,Avg Fill Price,decimalFillAvg
143379515194,DEMO3191066,143379515194, Buy,NQZ4,NQ,E-Mini NASDAQ 100,20436.25,1,11/15/2024 11:21:59,143379515194, Filled,-2,0,0.25,,143379515194,11/15/2024 11:21:59,11/15/24,1,, Market,,,,,1,20436.25,20436.25
143379515205,DEMO3191066,143379515205, Buy,NQZ4,NQ,E-Mini NASDAQ 100,20436.25,1,11/15/2024 11:22:00,143379515205, Filled,-2,0,0.25,,143379515205,11/15/2024 11:22:00,11/15/24,1,, Market,,,,,1,20436.25,20436.25
143379515206,DEMO3191066,143379515206, Sell,NQZ4,NQ,E-Mini NASDAQ 100,20422.0,1,11/15/2024 11:29:01,143379515262, Filled,-2,0,0.25,,143379515262,11/15/2024 11:23:44,11/15/24,1,Trail Update, Trailing Stop,,20422.21,,20422.211208750563,1,20422.00,20422.0
143379515273,DEMO3191066,143379515273, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20463.75,15,11/15/2024 11:52:01,143379515273, Filled,-2,0,0.25,,143379515273,11/15/2024 11:52:01,11/15/24,15,, Market,,,,,15,20463.75,20463.75
143379515284,DEMO3191066,143379515284, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20464.5,15,11/15/2024 11:52:01,143379515284, Filled,-2,0,0.25,,143379515284,11/15/2024 11:52:01,11/15/24,15,, Market,,,,,15,20464.50,20464.5
143379515285,DEMO3191066,143379515285, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,143379515337, Canceled,-2,0,0.25,,143379515337,11/15/2024 11:52:04,11/15/24,15,Trail Update, Trailing Stop,,20444.77,,20444.766474451702,,,
143379515314,DEMO3191066,143379515314, Sell,NQZ4,NQ,E-Mini NASDAQ 100,20465.75,1,11/15/2024 11:52:02,143379515314, Filled,-2,0,0.25,,143379515314,11/15/2024 11:52:02,11/15/24,1,, Market,,,,,1,20465.75,20465.75
143379515315,DEMO3191066,143379515315, Buy,NQZ4,NQ,E-Mini NASDAQ 100,,,,143379515325, Rejected,-2,0,0.25,,143379515325,11/15/2024 11:52:02,11/15/24,1,, Trailing Stop,,20455.46,,20455.460128135193,,,
143379515343,DEMO3191066,143379515343, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20480.5,15,11/15/2024 12:37:01,143379515343, Filled,-2,0,0.25,,143379515343,11/15/2024 12:37:01,11/15/24,15,, Market,,,,,15,20480.50,20480.5
143379515354,DEMO3191066,143379515354, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20480.5,15,11/15/2024 12:37:01,143379515354, Filled,-2,0,0.25,,143379515354,11/15/2024 12:37:01,11/15/24,15,, Market,,,,,15,20480.50,20480.5
143379515355,DEMO3191066,143379515355, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,143379515365, Canceled,-2,0,0.25,,143379515365,11/15/2024 12:37:01,11/15/24,15,, Trailing Stop,,20498.94,,20498.93760251131,,,
143379515369,DEMO3191066,143379515369, Buy,NQZ4,NQ,E-Mini NASDAQ 100,20482.5,1,11/15/2024 12:37:02,143379515369, Filled,-2,0,0.25,,143379515369,11/15/2024 12:37:02,11/15/24,1,, Market,,,,,1,20482.50,20482.5
143379515380,DEMO3191066,143379515380, Buy,NQZ4,NQ,E-Mini NASDAQ 100,20482.75,1,11/15/2024 12:37:02,143379515380, Filled,-2,0,0.25,,143379515380,11/15/2024 12:37:02,11/15/24,1,, Market,,,,,1,20482.75,20482.75
143379515381,DEMO3191066,143379515381, Sell,NQZ4,NQ,E-Mini NASDAQ 100,,,,143379515608, Canceled,-2,0,0.25,,143379515608,11/15/2024 13:02:04,11/15/24,1,Trail Update, Trailing Stop,,20480.52,,20480.516474451702,,,
143379515611,DEMO3191066,143379515611, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20509.5,15,11/15/2024 13:07:04,143379515611, Filled,-2,0,0.25,,143379515611,11/15/2024 13:07:04,11/15/24,15,, Market,,,,,15,20509.50,20509.5
143379515622,DEMO3191066,143379515622, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20509.25,15,11/15/2024 13:07:04,143379515622, Filled,-2,0,0.25,,143379515622,11/15/2024 13:07:04,11/15/24,15,, Market,,,,,15,20509.25,20509.25
143379515623,DEMO3191066,143379515623, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,143379515665, Canceled,-2,0,0.25,,143379515665,11/15/2024 13:07:06,11/15/24,15,Trail Update, Trailing Stop,,20482.84,,20482.839279453292,,,
143379515640,DEMO3191066,143379515640, Sell,NQZ4,NQ,E-Mini NASDAQ 100,20508.5,1,11/15/2024 13:07:05,143379515640, Filled,-2,0,0.25,,143379515640,11/15/2024 13:07:05,11/15/24,1,, Market,,,,,1,20508.50,20508.5
143379515651,DEMO3191066,143379515651, Sell,NQZ4,NQ,E-Mini NASDAQ 100,20508.5,1,11/15/2024 13:07:05,143379515651, Filled,-2,0,0.25,,143379515651,11/15/2024 13:07:05,11/15/24,1,, Market,,,,,1,20508.50,20508.5
143379515652,DEMO3191066,143379515652, Buy,NQZ4,NQ,E-Mini NASDAQ 100,,,,143379515662, Rejected,-2,0,0.25,,143379515662,11/15/2024 13:07:05,11/15/24,1,, Trailing Stop,,20498.94,,20498.93760251131,,,
143379515671,DEMO3191066,143379515671, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20495.5,15,11/15/2024 13:22:59,143379515671, Filled,-2,0,0.25,,143379515671,11/15/2024 13:22:59,11/15/24,15,, Market,,,,,15,20495.50,20495.5
143379515682,DEMO3191066,143379515682, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20495.5,15,11/15/2024 13:23:00,143379515682, Filled,-2,0,0.25,,143379515682,11/15/2024 13:23:00,11/15/24,15,, Market,,,,,15,20495.50,20495.5
143379515683,DEMO3191066,143379515683, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,143379515700, Canceled,-2,0,0.25,,143379515700,11/15/2024 13:23:00,11/15/24,15,Trail Update, Trailing Stop,,20508.15,,20508.154159989932,,,
143379515703,DEMO3191066,143379515703, Buy,NQZ4,NQ,E-Mini NASDAQ 100,20496.25,1,11/15/2024 13:23:01,143379515703, Filled,-2,0,0.25,,143379515703,11/15/2024 13:23:01,11/15/24,1,, Market,,,,,1,20496.25,20496.25
143379515714,DEMO3191066,143379515714, Buy,NQZ4,NQ,E-Mini NASDAQ 100,20496.0,1,11/15/2024 13:23:01,143379515714, Filled,-2,0,0.25,,143379515714,11/15/2024 13:23:01,11/15/24,1,, Market,,,,,1,20496.00,20496.0
143379515715,DEMO3191066,143379515715, Sell,NQZ4,NQ,E-Mini NASDAQ 100,,,,143379515744, Canceled,-2,0,0.25,,143379515744,11/15/2024 13:23:12,11/15/24,1,Trail Update, Trailing Stop,,20485.34,,20485.339279453292,,,
143379515747,DEMO3191066,143379515747, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20497.0,15,11/15/2024 13:40:23,143379515747, Filled,-2,0,0.25,,143379515747,11/15/2024 13:40:23,11/15/24,15,, Market,,,,,15,20497.00,20497.0
143379515758,DEMO3191066,143379515758, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,20496.75,15,11/15/2024 13:40:23,143379515758, Filled,-2,0,0.25,,143379515758,11/15/2024 13:40:23,11/15/24,15,, Market,,,,,15,20496.75,20496.75
143379515759,DEMO3191066,143379515759, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,143379515776, Canceled,-2,0,0.25,,143379515776,11/15/2024 13:40:24,11/15/24,15,Trail Update, Trailing Stop,,20489.81,,20489.8126370444,,,
143379515782,DEMO3191066,143379515782, Sell,NQZ4,NQ,E-Mini NASDAQ 100,20496.75,1,11/15/2024 13:40:24,143379515782, Filled,-2,0,0.25,,143379515782,11/15/2024 13:40:24,11/15/24,1,, Market,,,,,1,20496.75,20496.75
143379515793,DEMO3191066,143379515793, Sell,NQZ4,NQ,E-Mini NASDAQ 100,20496.75,1,11/15/2024 13:40:24,143379515793, Filled,-2,0,0.25,,143379515793,11/15/2024 13:40:24,11/15/24,1,, Market,,,,,1,20496.75,20496.75
143379515794,DEMO3191066,143379515794, Buy,NQZ4,NQ,E-Mini NASDAQ 100,,,,143379515829, Canceled,-2,0,0.25,,143379515829,11/15/2024 13:44:27,11/15/24,1,Trail Update, Trailing Stop,,20505.90,,20505.904159989932,,,
